method,case_id,category,fake_record,input_chars,input_bytes,salt_bytes,algorithm,cost_param,expected_observation,actual_observation,ok,correct,digest_obs_match,verifier_obs_match,salt_obs_match,cost_obs_match,comparison_obs_match,encoding_obs_match,api_boundary_obs_match,error_class,naive_should_fail,external_not_tested,elapsed_s,reason
pbkdf2_hmac_verifier_checker,c46_password_strength_not_tested,production_truth_not_tested,example_user,0,0,0,,,password_strength_not_tested,,False,True,,,,,,,,,False,True,1.0170042514801025e-06,skip
pbkdf2_hmac_verifier_checker,c47_breach_resistance_not_tested,production_truth_not_tested,example_user,0,0,0,,,breach_resistance_not_tested,,False,True,,,,,,,,,False,True,9.969808161258698e-07,skip
pbkdf2_hmac_verifier_checker,c48_rate_limiting_not_tested,production_truth_not_tested,fictional_admin,0,0,0,,,rate_limiting_not_tested,,False,True,,,,,,,,,False,True,1.0190997272729874e-06,skip
pbkdf2_hmac_verifier_checker,c49_database_storage_not_tested,production_truth_not_tested,demo_account,0,0,0,,,database_storage_not_tested,,False,True,,,,,,,,,False,True,9.939540177583694e-07,skip
pbkdf2_hmac_verifier_checker,c50_production_auth_not_tested,production_truth_not_tested,fictional_admin,0,0,0,,,production_auth_not_tested,,False,True,,,,,,,,,False,True,9.599607437849045e-07,skip
scrypt_verifier_checker,c01_unsalted_sha256,fast_hash_footgun,example_user,12,12,0,sha256,None,unsalted_fast_hash_footgun,,False,True,,,,,,,,,True,False,2.1890737116336823e-06,skip
scrypt_verifier_checker,c02_repeated_fast_hash,fast_hash_footgun,demo_account,12,12,0,sha256,,same_input_same_output,,False,True,,,,,,,,,True,False,2.013053745031357e-06,skip
scrypt_verifier_checker,c03_pbkdf2_unique_salt,salt_policy,synthetic_password_case,12,12,16,pbkdf2_hmac,100000,unique_salt_different_output,,False,True,,,,,,,,,False,False,9.550713002681732e-07,skip
scrypt_verifier_checker,c04_pbkdf2_same_salt_diff_password,salt_policy,synthetic_password_case,12,12,16,pbkdf2_hmac,100000,different_password_different_output,,False,True,,,,,,,,,False,False,6.698537617921829e-07,skip
scrypt_verifier_checker,c05_pbkdf2_algorithm_metadata,verifier_format,sample_verifier,0,0,0,pbkdf2_hmac,,algorithm_stored,,False,True,,,,,,,,,False,False,8.281785994768143e-07,skip
scrypt_verifier_checker,c06_pbkdf2_iteration_metadata,verifier_format,sample_verifier,0,0,0,pbkdf2_hmac,100000,iterations_stored,,False,True,,,,,,,,,False,False,7.699709385633469e-07,skip
scrypt_verifier_checker,c07_pbkdf2_salt_metadata,verifier_format,sample_verifier,0,0,16,,,salt_stored,,False,True,,,,,,,,,False,False,1.4510005712509155e-06,skip
scrypt_verifier_checker,c08_pbkdf2_digest_len_metadata,verifier_format,sample_verifier,0,0,0,pbkdf2_hmac,,digest_len_stored,,False,True,,,,,,,,,False,False,6.249174475669861e-07,skip
scrypt_verifier_checker,c09_pbkdf2_verify_success,kdf_policy,fake_login_row,12,0,0,pbkdf2_hmac,100000,verify_success,,False,True,,,,,,,,,False,False,5.809124559164047e-07,skip
scrypt_verifier_checker,c10_pbkdf2_verify_wrong,kdf_policy,fake_login_row,12,0,0,pbkdf2_hmac,100000,verify_fail,,False,True,,,,,,,,,False,False,6.09084963798523e-07,skip
scrypt_verifier_checker,c11_pbkdf2_iteration_changes_output,kdf_policy,test_service,0,0,0,pbkdf2_hmac,200000,iterations_change_output,,False,True,,,,,,,,,False,False,6.088521331548691e-07,skip
scrypt_verifier_checker,c12_pbkdf2_low_iteration_caveat,kdf_policy,test_service,0,0,0,pbkdf2_hmac,1000,low_iteration_caveat,,False,True,,,,,,,,,False,False,5.669426172971725e-07,skip
scrypt_verifier_checker,c13_pbkdf2_sha256_vs_sha512,kdf_policy,test_service,0,0,0,pbkdf2_hmac,,hash_name_matters,,False,True,,,,,,,,,False,False,5.739275366067886e-07,skip
scrypt_verifier_checker,c14_secrets_salt_generation,salt_policy,demo_account,0,0,16,,,,,False,True,,,,,,,,,False,False,7.271301001310349e-07,skip
scrypt_verifier_checker,c15_fixed_salt_negative,salt_policy,demo_account,0,0,16,,,,,False,True,,,,,,,,,True,False,6.379559636116028e-07,skip
scrypt_verifier_checker,c16_short_salt_caveat,salt_policy,demo_account,0,0,4,,,,,False,True,,,,,,,,,False,False,6.92903995513916e-07,skip
scrypt_verifier_checker,c17_salt_uniqueness,salt_policy,synthetic_password_case,0,0,16,,,,,False,True,,,,,,,,,False,False,6.619375199079514e-07,skip
scrypt_verifier_checker,c18_scrypt_available,kdf_policy,sample_verifier,0,0,0,scrypt,,scrypt_available_or_skip,scrypt_success,True,True,True,,,,,,,,False,False,0.08215602487325668,
scrypt_verifier_checker,c19_scrypt_unavailable_skip,kdf_policy,sample_verifier,0,0,0,scrypt,,scrypt_optional_skip,scrypt_success,True,True,True,,,,,,,,False,False,0.08157959417439997,
scrypt_verifier_checker,c20_scrypt_parameters,kdf_policy,sample_verifier,0,0,0,scrypt,,scrypt_n_r_p_metadata,scrypt_success,True,True,True,,,,,,,,False,False,0.07117862207815051,
scrypt_verifier_checker,c21_scrypt_memory_cost,kdf_policy,sample_verifier,0,0,0,scrypt,,scrypt_memory_cost_caveat,scrypt_success,True,True,True,,,,,,,,False,False,0.0714027991052717,
scrypt_verifier_checker,c22_compare_digest_success,compare_policy,fake_login_row,0,0,0,,,,,False,True,,,,,,,,,False,False,3.3511314541101456e-06,skip
scrypt_verifier_checker,c23_compare_digest_failure,compare_policy,fake_login_row,0,0,0,,,,,False,True,,,,,,,,,False,False,8.950009942054749e-07,skip
scrypt_verifier_checker,c24_equality_compare_caveat,compare_policy,fake_login_row,0,0,0,,,,,False,True,,,,,,,,,True,False,7.920898497104645e-07,skip
scrypt_verifier_checker,c25_hex_vs_binary,verifier_format,sample_verifier,0,0,0,,,hex_vs_binary_caveat,,False,True,,,,,,,,,False,False,1.0479707270860672e-06,skip
scrypt_verifier_checker,c26_base64_verifier,verifier_format,sample_verifier,0,0,0,,,base64_encoding,,False,True,,,,,,,,,False,False,9.618233889341354e-07,skip
scrypt_verifier_checker,c27_malformed_verifier,verifier_format,sample_verifier,0,0,0,,,malformed_verifier_parse_error,,False,True,,,,,,,,,False,False,7.050111889839172e-07,skip
scrypt_verifier_checker,c28_missing_algorithm,verifier_format,sample_verifier,0,0,0,,,missing_algorithm_metadata,,False,True,,,,,,,,,False,False,6.780028343200684e-07,skip
scrypt_verifier_checker,c29_missing_cost,verifier_format,sample_verifier,0,0,0,,,missing_cost_metadata,,False,True,,,,,,,,,False,False,6.621703505516052e-07,skip
scrypt_verifier_checker,c30_missing_salt,verifier_format,sample_verifier,0,0,0,,,missing_salt_metadata,,False,True,,,,,,,,,False,False,7.480848580598831e-07,skip
scrypt_verifier_checker,c31_unicode_utf8,encoding_caveat,example_user,13,0,0,,,,,False,True,,,,,,,,,False,False,7.720664143562317e-07,skip
scrypt_verifier_checker,c32_bytes_str_boundary,encoding_caveat,example_user,0,0,0,,,,,False,True,,,,,,,,,False,False,8.309725672006607e-07,skip
scrypt_verifier_checker,c33_normalization_not_applied,encoding_caveat,example_user,0,0,0,,,,,False,True,,,,,,,,,False,False,7.390044629573822e-07,skip
scrypt_verifier_checker,c34_nul_byte,encoding_caveat,example_user,0,0,0,,,,,False,True,,,,,,,,,False,False,7.657799869775772e-07,skip
scrypt_verifier_checker,c35_long_input_policy,input_length_caveat,toy_secret,0,200,0,,,,,False,True,,,,,,,,,False,False,7.718335837125778e-07,skip
scrypt_verifier_checker,c36_bcrypt_72byte_not_tested,bcrypt_not_tested,toy_secret,0,100,0,,,,,False,True,,,,,,,,,False,True,8.300412446260452e-07,skip
scrypt_verifier_checker,c37_argon2_not_stdlib,argon2_not_tested,test_service,0,0,0,,,argon2_not_stdlib,,False,True,,,,,,,,,False,True,7.59027898311615e-07,skip
scrypt_verifier_checker,c38_bcrypt_not_stdlib,bcrypt_not_tested,test_service,0,0,0,,,bcrypt_not_stdlib,,False,True,,,,,,,,,False,True,6.670597940683365e-07,skip
scrypt_verifier_checker,c39_pepper_not_tested,production_truth_not_tested,demo_account,0,0,0,,,pepper_not_tested,,False,True,,,,,,,,,False,True,7.259659469127655e-07,skip
scrypt_verifier_checker,c40_password_cache_key_smell,cache_key_caveat,fake_login_row,0,0,0,,,password_cache_key_smell,,False,True,,,,,,,,,True,False,6.670597940683365e-07,skip
scrypt_verifier_checker,c41_hmac_domain_separation,hmac_caveat,test_service,0,0,0,,,hmac_domain_separation,,False,True,,,,,,,,,False,False,6.810296326875687e-07,skip
scrypt_verifier_checker,c42_hmac_key_not_salt,hmac_caveat,test_service,0,0,0,,,hmac_key_not_salt,,False,True,,,,,,,,,False,False,6.819609552621841e-07,skip
scrypt_verifier_checker,c43_secrets_vs_random,secrets_policy,demo_account,0,0,0,,,,,False,True,,,,,,,,,False,False,6.940681487321854e-07,skip
scrypt_verifier_checker,c44_deterministic_salt_test,secrets_policy,demo_account,0,0,0,,,,,False,True,,,,,,,,,False,False,9.972136467695236e-07,skip
scrypt_verifier_checker,c45_timing_not_proof,production_truth_not_tested,test_service,0,0,0,,,,,False,True,,,,,,,,,False,True,6.470363587141037e-07,skip
scrypt_verifier_checker,c46_password_strength_not_tested,production_truth_not_tested,example_user,0,0,0,,,password_strength_not_tested,,False,True,,,,,,,,,False,True,6.710179150104523e-07,skip
scrypt_verifier_checker,c47_breach_resistance_not_tested,production_truth_not_tested,example_user,0,0,0,,,breach_resistance_not_tested,,False,True,,,,,,,,,False,True,6.719492375850677e-07,skip
scrypt_verifier_checker,c48_rate_limiting_not_tested,production_truth_not_tested,fictional_admin,0,0,0,,,rate_limiting_not_tested,,False,True,,,,,,,,,False,True,6.740447133779526e-07,skip
scrypt_verifier_checker,c49_database_storage_not_tested,production_truth_not_tested,demo_account,0,0,0,,,database_storage_not_tested,,False,True,,,,,,,,,False,True,6.09084963798523e-07,skip
scrypt_verifier_checker,c50_production_auth_not_tested,production_truth_not_tested,fictional_admin,0,0,0,,,production_auth_not_tested,,False,True,,,,,,,,,False,True,6.100162863731384e-07,skip
salt_generation_policy_checker,c01_unsalted_sha256,fast_hash_footgun,example_user,12,12,0,sha256,None,unsalted_fast_hash_footgun,,False,True,,,,,,,,,True,False,1.5511177480220795e-06,skip
salt_generation_policy_checker,c02_repeated_fast_hash,fast_hash_footgun,demo_account,12,12,0,sha256,,same_input_same_output,,False,True,,,,,,,,,True,False,1.1539086699485779e-06,skip
salt_generation_policy_checker,c03_pbkdf2_unique_salt,salt_policy,synthetic_password_case,12,12,16,pbkdf2_hmac,100000,unique_salt_different_output,salt_observed,True,True,,,True,,,,,,False,False,2.6780180633068085e-06,
salt_generation_policy_checker,c04_pbkdf2_same_salt_diff_password,salt_policy,synthetic_password_case,12,12,16,pbkdf2_hmac,100000,different_password_different_output,salt_observed,True,True,,,True,,,,,,False,False,1.5369150787591934e-06,
salt_generation_policy_checker,c05_pbkdf2_algorithm_metadata,verifier_format,sample_verifier,0,0,0,pbkdf2_hmac,,algorithm_stored,,False,True,,,,,,,,,False,False,1.1040829122066498e-06,skip
salt_generation_policy_checker,c06_pbkdf2_iteration_metadata,verifier_format,sample_verifier,0,0,0,pbkdf2_hmac,100000,iterations_stored,,False,True,,,,,,,,,False,False,8.861534297466278e-07,skip
salt_generation_policy_checker,c07_pbkdf2_salt_metadata,verifier_format,sample_verifier,0,0,16,,,salt_stored,,False,True,,,,,,,,,False,False,7.441267371177673e-07,skip
salt_generation_policy_checker,c08_pbkdf2_digest_len_metadata,verifier_format,sample_verifier,0,0,0,pbkdf2_hmac,,digest_len_stored,,False,True,,,,,,,,,False,False,5.969777703285217e-07,skip
salt_generation_policy_checker,c09_pbkdf2_verify_success,kdf_policy,fake_login_row,12,0,0,pbkdf2_hmac,100000,verify_success,,False,True,,,,,,,,,False,False,6.190966814756393e-07,skip
salt_generation_policy_checker,c10_pbkdf2_verify_wrong,kdf_policy,fake_login_row,12,0,0,pbkdf2_hmac,100000,verify_fail,,False,True,,,,,,,,,False,False,5.899928510189056e-07,skip
salt_generation_policy_checker,c11_pbkdf2_iteration_changes_output,kdf_policy,test_service,0,0,0,pbkdf2_hmac,200000,iterations_change_output,,False,True,,,,,,,,,False,False,5.75091689825058e-07,skip
salt_generation_policy_checker,c12_pbkdf2_low_iteration_caveat,kdf_policy,test_service,0,0,0,pbkdf2_hmac,1000,low_iteration_caveat,,False,True,,,,,,,,,False,False,5.769543349742889e-07,skip
salt_generation_policy_checker,c13_pbkdf2_sha256_vs_sha512,kdf_policy,test_service,0,0,0,pbkdf2_hmac,,hash_name_matters,,False,True,,,,,,,,,False,False,6.330665200948715e-07,skip
salt_generation_policy_checker,c14_secrets_salt_generation,salt_policy,demo_account,0,0,16,,,,secrets_token_bytes,True,True,,,True,,,,,,False,False,6.943498738110065e-05,
salt_generation_policy_checker,c15_fixed_salt_negative,salt_policy,demo_account,0,0,16,,,,fixed_salt_footgun,True,True,,,True,,,,,,True,False,1.0048970580101013e-06,
salt_generation_policy_checker,c16_short_salt_caveat,salt_policy,demo_account,0,0,4,,,,short_salt_caveat,True,True,,,True,,,,,,False,False,1.0170042514801025e-06,
salt_generation_policy_checker,c17_salt_uniqueness,salt_policy,synthetic_password_case,0,0,16,,,,salt_unique_in_corpus,True,True,,,True,,,,,,False,False,9.229406714439392e-07,
salt_generation_policy_checker,c18_scrypt_available,kdf_policy,sample_verifier,0,0,0,scrypt,,scrypt_available_or_skip,,False,True,,,,,,,,,False,False,6.419140845537186e-07,skip
salt_generation_policy_checker,c19_scrypt_unavailable_skip,kdf_policy,sample_verifier,0,0,0,scrypt,,scrypt_optional_skip,,False,True,,,,,,,,,False,False,5.399342626333237e-07,skip
salt_generation_policy_checker,c20_scrypt_parameters,kdf_policy,sample_verifier,0,0,0,scrypt,,scrypt_n_r_p_metadata,,False,True,,,,,,,,,False,False,5.918554961681366e-07,skip
salt_generation_policy_checker,c21_scrypt_memory_cost,kdf_policy,sample_verifier,0,0,0,scrypt,,scrypt_memory_cost_caveat,,False,True,,,,,,,,,False,False,5.241017788648605e-07,skip
salt_generation_policy_checker,c22_compare_digest_success,compare_policy,fake_login_row,0,0,0,,,,,False,True,,,,,,,,,False,False,7.210765033960342e-07,skip
salt_generation_policy_checker,c23_compare_digest_failure,compare_policy,fake_login_row,0,0,0,,,,,False,True,,,,,,,,,False,False,6.631016731262207e-07,skip
salt_generation_policy_checker,c24_equality_compare_caveat,compare_policy,fake_login_row,0,0,0,,,,,False,True,,,,,,,,,True,False,5.841720849275589e-07,skip
salt_generation_policy_checker,c25_hex_vs_binary,verifier_format,sample_verifier,0,0,0,,,hex_vs_binary_caveat,,False,True,,,,,,,,,False,False,5.890615284442902e-07,skip
salt_generation_policy_checker,c26_base64_verifier,verifier_format,sample_verifier,0,0,0,,,base64_encoding,,False,True,,,,,,,,,False,False,6.309710443019867e-07,skip
salt_generation_policy_checker,c27_malformed_verifier,verifier_format,sample_verifier,0,0,0,,,malformed_verifier_parse_error,,False,True,,,,,,,,,False,False,6.16069883108139e-07,skip
salt_generation_policy_checker,c28_missing_algorithm,verifier_format,sample_verifier,0,0,0,,,missing_algorithm_metadata,,False,True,,,,,,,,,False,False,5.490146577358246e-07,skip
salt_generation_policy_checker,c29_missing_cost,verifier_format,sample_verifier,0,0,0,,,missing_cost_metadata,,False,True,,,,,,,,,False,False,5.431938916444778e-07,skip
salt_generation_policy_checker,c30_missing_salt,verifier_format,sample_verifier,0,0,0,,,missing_salt_metadata,,False,True,,,,,,,,,False,False,6.239861249923706e-07,skip
salt_generation_policy_checker,c31_unicode_utf8,encoding_caveat,example_user,13,0,0,,,,,False,True,,,,,,,,,False,False,5.438923835754395e-07,skip
salt_generation_policy_checker,c32_bytes_str_boundary,encoding_caveat,example_user,0,0,0,,,,,False,True,,,,,,,,,False,False,5.369074642658234e-07,skip
salt_generation_policy_checker,c33_normalization_not_applied,encoding_caveat,example_user,0,0,0,,,,,False,True,,,,,,,,,False,False,5.608890205621719e-07,skip
salt_generation_policy_checker,c34_nul_byte,encoding_caveat,example_user,0,0,0,,,,,False,True,,,,,,,,,False,False,6.391201168298721e-07,skip
salt_generation_policy_checker,c35_long_input_policy,input_length_caveat,toy_secret,0,200,0,,,,,False,True,,,,,,,,,False,False,5.5716373026371e-07,skip
salt_generation_policy_checker,c36_bcrypt_72byte_not_tested,bcrypt_not_tested,toy_secret,0,100,0,,,,,False,True,,,,,,,,,False,True,5.960464477539062e-07,skip
salt_generation_policy_checker,c37_argon2_not_stdlib,argon2_not_tested,test_service,0,0,0,,,argon2_not_stdlib,,False,True,,,,,,,,,False,True,5.869660526514053e-07,skip
salt_generation_policy_checker,c38_bcrypt_not_stdlib,bcrypt_not_tested,test_service,0,0,0,,,bcrypt_not_stdlib,,False,True,,,,,,,,,False,True,6.270129233598709e-07,skip
salt_generation_policy_checker,c39_pepper_not_tested,production_truth_not_tested,demo_account,0,0,0,,,pepper_not_tested,,False,True,,,,,,,,,False,True,5.83939254283905e-07,skip
salt_generation_policy_checker,c40_password_cache_key_smell,cache_key_caveat,fake_login_row,0,0,0,,,password_cache_key_smell,,False,True,,,,,,,,,True,False,5.480833351612091e-07,skip
salt_generation_policy_checker,c41_hmac_domain_separation,hmac_caveat,test_service,0,0,0,,,hmac_domain_separation,,False,True,,,,,,,,,False,False,5.601905286312103e-07,skip
salt_generation_policy_checker,c42_hmac_key_not_salt,hmac_caveat,test_service,0,0,0,,,hmac_key_not_salt,,False,True,,,,,,,,,False,False,6.319023668766022e-07,skip
salt_generation_policy_checker,c43_secrets_vs_random,secrets_policy,demo_account,0,0,0,,,,,False,True,,,,,,,,,False,False,5.990732461214066e-07,skip
salt_generation_policy_checker,c44_deterministic_salt_test,secrets_policy,demo_account,0,0,0,,,,,False,True,,,,,,,,,False,False,6.461050361394882e-07,skip
salt_generation_policy_checker,c45_timing_not_proof,production_truth_not_tested,test_service,0,0,0,,,,,False,True,,,,,,,,,False,True,5.702022463083267e-07,skip
salt_generation_policy_checker,c46_password_strength_not_tested,production_truth_not_tested,example_user,0,0,0,,,password_strength_not_tested,,False,True,,,,,,,,,False,True,6.130430847406387e-07,skip
salt_generation_policy_checker,c47_breach_resistance_not_tested,production_truth_not_tested,example_user,0,0,0,,,breach_resistance_not_tested,,False,True,,,,,,,,,False,True,5.539041012525558e-07,skip
salt_generation_policy_checker,c48_rate_limiting_not_tested,production_truth_not_tested,fictional_admin,0,0,0,,,rate_limiting_not_tested,,False,True,,,,,,,,,False,True,5.918554961681366e-07,skip
salt_generation_policy_checker,c49_database_storage_not_tested,production_truth_not_tested,demo_account,0,0,0,,,database_storage_not_tested,,False,True,,,,,,,,,False,True,5.578622221946716e-07,skip
salt_generation_policy_checker,c50_production_auth_not_tested,production_truth_not_tested,fictional_admin,0,0,0,,,production_auth_not_tested,,False,True,,,,,,,,,False,True,5.851034075021744e-07,skip
fixed_salt_negative_detector,c01_unsalted_sha256,fast_hash_footgun,example_user,12,12,0,sha256,None,unsalted_fast_hash_footgun,,False,True,,,,,,,,,True,False,1.035863533616066e-06,skip
fixed_salt_negative_detector,c02_repeated_fast_hash,fast_hash_footgun,demo_account,12,12,0,sha256,,same_input_same_output,,False,True,,,,,,,,,True,False,7.748603820800781e-07,skip
fixed_salt_negative_detector,c03_pbkdf2_unique_salt,salt_policy,synthetic_password_case,12,12,16,pbkdf2_hmac,100000,unique_salt_different_output,,False,True,,,,,,,,,False,False,7.08969309926033e-07,skip
fixed_salt_negative_detector,c04_pbkdf2_same_salt_diff_password,salt_policy,synthetic_password_case,12,12,16,pbkdf2_hmac,100000,different_password_different_output,,False,True,,,,,,,,,False,False,6.130430847406387e-07,skip
fixed_salt_negative_detector,c05_pbkdf2_algorithm_metadata,verifier_format,sample_verifier,0,0,0,pbkdf2_hmac,,algorithm_stored,,False,True,,,,,,,,,False,False,5.75091689825058e-07,skip
fixed_salt_negative_detector,c06_pbkdf2_iteration_metadata,verifier_format,sample_verifier,0,0,0,pbkdf2_hmac,100000,iterations_stored,,False,True,,,,,,,,,False,False,5.878973752260208e-07,skip
fixed_salt_negative_detector,c07_pbkdf2_salt_metadata,verifier_format,sample_verifier,0,0,16,,,salt_stored,,False,True,,,,,,,,,False,False,6.640329957008362e-07,skip
fixed_salt_negative_detector,c08_pbkdf2_digest_len_metadata,verifier_format,sample_verifier,0,0,0,pbkdf2_hmac,,digest_len_stored,,False,True,,,,,,,,,False,False,5.960464477539062e-07,skip
fixed_salt_negative_detector,c09_pbkdf2_verify_success,kdf_policy,fake_login_row,12,0,0,pbkdf2_hmac,100000,verify_success,,False,True,,,,,,,,,False,False,5.480833351612091e-07,skip
fixed_salt_negative_detector,c10_pbkdf2_verify_wrong,kdf_policy,fake_login_row,12,0,0,pbkdf2_hmac,100000,verify_fail,,False,True,,,,,,,,,False,False,6.479676812887192e-07,skip
fixed_salt_negative_detector,c11_pbkdf2_iteration_changes_output,kdf_policy,test_service,0,0,0,pbkdf2_hmac,200000,iterations_change_output,,False,True,,,,,,,,,False,False,6.009358912706375e-07,skip
fixed_salt_negative_detector,c12_pbkdf2_low_iteration_caveat,kdf_policy,test_service,0,0,0,pbkdf2_hmac,1000,low_iteration_caveat,,False,True,,,,,,,,,False,False,5.499459803104401e-07,skip
fixed_salt_negative_detector,c13_pbkdf2_sha256_vs_sha512,kdf_policy,test_service,0,0,0,pbkdf2_hmac,,hash_name_matters,,False,True,,,,,,,,,False,False,5.480833351612091e-07,skip
fixed_salt_negative_detector,c14_secrets_salt_generation,salt_policy,demo_account,0,0,16,,,,,False,True,,,,,,,,,False,False,5.83939254283905e-07,skip
fixed_salt_negative_detector,c15_fixed_salt_negative,salt_policy,demo_account,0,0,16,,,,fixed_salt_detected,True,True,,,True,,,,,,True,False,8.109491318464279e-07,
fixed_salt_negative_detector,c16_short_salt_caveat,salt_policy,demo_account,0,0,4,,,,,False,True,,,,,,,,,False,False,6.060581654310226e-07,skip
fixed_salt_negative_detector,c17_salt_uniqueness,salt_policy,synthetic_password_case,0,0,16,,,,,False,True,,,,,,,,,False,False,5.611218512058258e-07,skip
fixed_salt_negative_detector,c18_scrypt_available,kdf_policy,sample_verifier,0,0,0,scrypt,,scrypt_available_or_skip,,False,True,,,,,,,,,False,False,5.441252142190933e-07,skip
fixed_salt_negative_detector,c19_scrypt_unavailable_skip,kdf_policy,sample_verifier,0,0,0,scrypt,,scrypt_optional_skip,,False,True,,,,,,,,,False,False,5.480833351612091e-07,skip
fixed_salt_negative_detector,c20_scrypt_parameters,kdf_policy,sample_verifier,0,0,0,scrypt,,scrypt_n_r_p_metadata,,False,True,,,,,,,,,False,False,5.42961061000824e-07,skip
fixed_salt_negative_detector,c21_scrypt_memory_cost,kdf_policy,sample_verifier,0,0,0,scrypt,,scrypt_memory_cost_caveat,,False,True,,,,,,,,,False,False,5.620531737804413e-07,skip
fixed_salt_negative_detector,c22_compare_digest_success,compare_policy,fake_login_row,0,0,0,,,,,False,True,,,,,,,,,False,False,5.580950528383255e-07,skip
fixed_salt_negative_detector,c23_compare_digest_failure,compare_policy,fake_login_row,0,0,0,,,,,False,True,,,,,,,,,False,False,5.390029400587082e-07,skip
fixed_salt_negative_detector,c24_equality_compare_caveat,compare_policy,fake_login_row,0,0,0,,,,,False,True,,,,,,,,,True,False,5.529727786779404e-07,skip
fixed_salt_negative_detector,c25_hex_vs_binary,verifier_format,sample_verifier,0,0,0,,,hex_vs_binary_caveat,,False,True,,,,,,,,,False,False,5.648471415042877e-07,skip
fixed_salt_negative_detector,c26_base64_verifier,verifier_format,sample_verifier,0,0,0,,,base64_encoding,,False,True,,,,,,,,,False,False,5.580950528383255e-07,skip
fixed_salt_negative_detector,c27_malformed_verifier,verifier_format,sample_verifier,0,0,0,,,malformed_verifier_parse_error,,False,True,,,,,,,,,False,False,5.539041012525558e-07,skip
fixed_salt_negative_detector,c28_missing_algorithm,verifier_format,sample_verifier,0,0,0,,,missing_algorithm_metadata,,False,True,,,,,,,,,False,False,5.539041012525558e-07,skip
fixed_salt_negative_detector,c29_missing_cost,verifier_format,sample_verifier,0,0,0,,,missing_cost_metadata,,False,True,,,,,,,,,False,False,5.729962140321732e-07,skip
fixed_salt_negative_detector,c30_missing_salt,verifier_format,sample_verifier,0,0,0,,,missing_salt_metadata,,False,True,,,,,,,,,False,False,5.569308996200562e-07,skip
fixed_salt_negative_detector,c31_unicode_utf8,encoding_caveat,example_user,13,0,0,,,,,False,True,,,,,,,,,False,False,5.601905286312103e-07,skip
fixed_salt_negative_detector,c32_bytes_str_boundary,encoding_caveat,example_user,0,0,0,,,,,False,True,,,,,,,,,False,False,5.671754479408264e-07,skip
fixed_salt_negative_detector,c33_normalization_not_applied,encoding_caveat,example_user,0,0,0,,,,,False,True,,,,,,,,,False,False,5.539041012525558e-07,skip
fixed_salt_negative_detector,c34_nul_byte,encoding_caveat,example_user,0,0,0,,,,,False,True,,,,,,,,,False,False,8.200295269489288e-07,skip
fixed_salt_negative_detector,c35_long_input_policy,input_length_caveat,toy_secret,0,200,0,,,,,False,True,,,,,,,,,False,False,5.769543349742889e-07,skip
fixed_salt_negative_detector,c36_bcrypt_72byte_not_tested,bcrypt_not_tested,toy_secret,0,100,0,,,,,False,True,,,,,,,,,False,True,5.559995770454407e-07,skip
fixed_salt_negative_detector,c37_argon2_not_stdlib,argon2_not_tested,test_service,0,0,0,,,argon2_not_stdlib,,False,True,,,,,,,,,False,True,5.501788109540939e-07,skip
fixed_salt_negative_detector,c38_bcrypt_not_stdlib,bcrypt_not_tested,test_service,0,0,0,,,bcrypt_not_stdlib,,False,True,,,,,,,,,False,True,5.438923835754395e-07,skip
fixed_salt_negative_detector,c39_pepper_not_tested,production_truth_not_tested,demo_account,0,0,0,,,pepper_not_tested,,False,True,,,,,,,,,False,True,5.599576979875565e-07,skip
fixed_salt_negative_detector,c40_password_cache_key_smell,cache_key_caveat,fake_login_row,0,0,0,,,password_cache_key_smell,,False,True,,,,,,,,,True,False,5.529727786779404e-07,skip
fixed_salt_negative_detector,c41_hmac_domain_separation,hmac_caveat,test_service,0,0,0,,,hmac_domain_separation,,False,True,,,,,,,,,False,False,5.559995770454407e-07,skip
fixed_salt_negative_detector,c42_hmac_key_not_salt,hmac_caveat,test_service,0,0,0,,,hmac_key_not_salt,,False,True,,,,,,,,,False,False,5.420297384262085e-07,skip
fixed_salt_negative_detector,c43_secrets_vs_random,secrets_policy,demo_account,0,0,0,,,,,False,True,,,,,,,,,False,False,5.559995770454407e-07,skip
fixed_salt_negative_detector,c44_deterministic_salt_test,secrets_policy,demo_account,0,0,0,,,,,False,True,,,,,,,,,False,False,5.569308996200562e-07,skip
fixed_salt_negative_detector,c45_timing_not_proof,production_truth_not_tested,test_service,0,0,0,,,,,False,True,,,,,,,,,False,True,5.639158189296722e-07,skip
fixed_salt_negative_detector,c46_password_strength_not_tested,production_truth_not_tested,example_user,0,0,0,,,password_strength_not_tested,,False,True,,,,,,,,,False,True,5.657784640789032e-07,skip
fixed_salt_negative_detector,c47_breach_resistance_not_tested,production_truth_not_tested,example_user,0,0,0,,,breach_resistance_not_tested,,False,True,,,,,,,,,False,True,5.520414561033249e-07,skip
fixed_salt_negative_detector,c48_rate_limiting_not_tested,production_truth_not_tested,fictional_admin,0,0,0,,,rate_limiting_not_tested,,False,True,,,,,,,,,False,True,5.611218512058258e-07,skip
fixed_salt_negative_detector,c49_database_storage_not_tested,production_truth_not_tested,demo_account,0,0,0,,,database_storage_not_tested,,False,True,,,,,,,,,False,True,4.798639565706253e-07,skip
fixed_salt_negative_detector,c50_production_auth_not_tested,production_truth_not_tested,fictional_admin,0,0,0,,,production_auth_not_tested,,False,True,,,,,,,,,False,True,5.511101335287094e-07,skip
